gene	cytoband
CT45A3	23q26.3
NCAPD3	11q25
INMT	7p14.3
ZNF804B	7q21.13
AVPR1A	12q14.2
WDR53	3q29
CLDN23	8p23.1
KLHL22	22q11.21
ZNF862	7q36.1
KRTAP5-1	11p15.5
MTREX	5q11.2
FCRL4	1q23.1
SELV	19q13.2
KRT84	12q13.13
KEAP1	19p13.2
CD160	1q21.1
GDI1	23q28
CARD17	11q22.3
SBK3	19q13.42
RIDA	8q22.2
TCP10L	21q22.11
XXbac-BPG32J3.22	6p21.33
DEFB132	20p13
ALG11	13q14.3
SEPTIN1	16p11.2
DEFB115	20q11.21
EFNB2	13q33.3
DAAM2	6p21.2
MMADHC	2q23.2
ITGAD	16p11.2
ZNF487	10q11.21
LDHC	11p15.1
DDX50	10q22.1
ANKRD44	2q33.1
ELP6	3p21.31
KLHL8	4q22.1
MLXIP	12q24.31
MT1HL1	1q43
RBMY1J	24q11.223
PITX2	4q25
ACTG1	17q25.3
C5orf67	5q11.2
TRIM49B	11p11.12
ERP27	12p12.3
FCER1A	1q23.2
SIRPD	20p13
HLA-DOA	6p21.32
PCK1	20q13.31
STAU2	8q21.11
MYADM	19q13.42
PSMA7	20q13.33
GLRA4	23q22.2
MARCHF2	19p13.2
DIPK2A	3q24
SMIM5	17q25.1
RREB1	6p24.3
MLN	6p21.31
GPKOW	23p11.23
IGF1R	15q26.3
PCDHGA3	5q31.3
KRTAP5-3	11p15.5
PPIAL4C	1q21.2
AGTR1	3q24
CTB-133G6.1	19p13.2
LFNG	7p22.3
OAT	10q26.13
GRINA	8q24.3
CEP83	12q22
RLN1	9p24.1
IGSF9B	11q25
CPLANE2	1p36.13
CPD	17q11.2
WSB1	17q11.1
CDH2	18q12.1
SLC7A5	16q24.2
RASL11A	13q12.2
CYP2C19	10q23.33
COL4A2	13q34
MRI1	19p13.13
IL12A	3q25.33
ALKBH7	19p13.3
C10orf105	10q22.1
SAMD12	8q24.12
USP19	3p21.31
HSPA4L	4q28.1
OR4F17	19p13.3
NTF4	19q13.33
CEP63	3q22.2
COG6	13q14.11
FTCD	21q22.3
GALNT17	7q11.22
HGSNAT	8p11.21
B9D1	17p11.2
GLP2R	17p13.1
ADGRF1	6p12.3
FAM114A2	5q33.2
DYM	18q21.1
EEF1A2	20q13.33
GTF3C5	9q34.13
OR10V1	11q12.1
RBFA	18q23
NCSTN	1q23.2
SLC1A1	9p24.2
GMPR2	14q12
TPGS2	18q12.2
SHE	1q21.3
F2	11p11.2
CALCR	7q21.3
OR51A4	11p15.4
PARP3	3p21.2
POLR2K	8q22.2
BEGAIN	14q32.2
SBDS	7q11.21
FAM83G	17p11.2
NDUFB4	3q13.33
AC113404.1	5q13.3
RBMY1D	24q11.223
ZNF692	1q44
SP4	7p15.3
OR52W1	11p15.4
PRSS58	7q34
FRAT1	10q24.1
CCDC92	12q24.31
CMTM4	16q22.1
HTR2C	23q23
ZNF577	19q13.41
CRBN	3p26.2
MPIG6B	6p21.33
CITED2	6q24.1
PLP2	23p11.23
SAMD9	7q21.2
PCYT2	17q25.3
PDK1	2q31.1
THSD4	15q23
HABP2	10q25.3
TYRO3	15q15.1
CDC20B	5q11.2
IP6K2	3p21.31
ECD	10q22.2
USP1	1p31.3
PRSS23	11q14.2
FUS	16p11.2
SLC39A6	18q12.2
AMDHD1	12q23.1
TCP11L2	12q23.3
ERO1B	1q42.3
SLC25A41	19p13.3
UBALD1	16p13.3
SPTY2D1OS	11p15.1
GNPDA2	4p12
AP003419.11	11q13.2
H2AC4	6p22.2
WASF3	13q12.13
RPL27	17q21.31
PSMA5	1p13.3
ZKSCAN7	3p21.31
RND1	12q13.12
BBC3	19q13.32
HAT1	2q31.1
SRGN	10q22.1
GPA33	1q24.1
CCBE1	18q21.32
LEKR1	3q25.31
CRYAB	11q23.1
SLC9A8	20q13.13
PPP1R3F	23p11.23
ARPIN-AP3S2	15q26.1
SLC26A8	6p21.31
KNOP1	16p12.3
LDLRAD3	11p13
BSPRY	9q32
SLC35G3	17q12
C2CD5	12p12.1
NUDT5	10p14
NEK3	13q14.3
WDR18	19p13.3
USP17L12	4p16.1
GPER1	7p22.3
NAT16	7q22.1
OR2K2	9q31.3
ZNF350	19q13.41
TIMM22	17p13.3
PPM1H	12q14.2
XRN1	3q23
ANGPTL2	9q33.3
RBP1	3q23
CKAP2L	2q14.1
POLR2B	4q12
ALPG	2q37.1
HUS1B	6p25.3
NPHP4	1p36.31
TNFSF13	17p13.1
ATP4A	19q13.12
PDYN	20p13
TPCN1	12q24.13
C11orf71	11q23.2
RNF212B	14q11.2
AMT	3p21.31
FSBP	8q22.1
SLC25A17	22q13.2
CEP250	20q11.22
AL589743.1	14q11.2
MAT2A	2p11.2
SNAPC2	19p13.2
RNFT2	12q24.22
DCDC2B	1p35.2
SYNDIG1	20p11.21
RPS21	20q13.33
S1PR5	19p13.2
POGK	1q24.1
KDM6A	23p11.3
YJU2	19p13.3
SLC38A6	14q23.1
CLCC1	1p13.3
B4GALT4	3q13.32
FERD3L	7p21.1
EPG5	18q21.1
EXO1	1q43
ACP1	2p25.3
DCLRE1B	1p13.2
STUB1	16p13.3
CH507-152C13.3	21p12
WDR3	1p12
GPM6A	4q34.2
SDCBP	8q12.1
TCN1	11q12.1
NMRK2	19p13.3
OR6N1	1q23.1
COL17A1	10q25.1
FAM229A	1p35.1
MPHOSPH8	13q12.11
POLR1H	6p22.1
GOLGA5	14q32.12
ING3	7q31.31
LY6E	8q24.3
KIF5C	2q23.1
GPR21	9q33.2
H3-3B	17q25.1
RHBDL2	1p34.3
CLNS1A	11q14.1
AL365181.1	1q22
KIF2B	17q22
PDPK1	16p13.3
DHX35	20q11.23
DBNDD2	20q13.12
SERINC2	1p35.2
PITRM1	10p15.2
ACOX2	3p14.3
CLEC3B	3p21.31
CCDC112	5q22.3
GGTLC1	20p11.21
H2BC7	6p22.2
PGAM2	7p13
DTWD1	15q21.2
ANKRD18B	9p13.3
BCL11A	2p16.1
MYOM1	18p11.31
FSCB	14q21.2
CCDC102A	16q21
CHMP7	8p21.3
LRRC52	1q24.1
OR2M2	1q44
CELF5	19p13.3
BATF3	1q32.3
FAM185A	7q22.1
NUBP2	16p13.3
SYNE3	14q32.13
PRPF31	19q13.42
NYAP2	2q36.3
SPATA18	4q12
PRRC2C	1q24.3
CH507-9B2.3	21p12
CLVS1	8q12.3
KRTAP13-1	21q22.11
CERS6	2q24.3
HACD3	15q22.31
EIF2AK2	2p22.2
MC3R	20q13.2
OR14K1	1q44
NDRG4	16q21
BTF3L4	1p32.3
AMER3	2q21.1
MCF2L	13q34
PTCHD4	6p12.3
CA12	15q22.2
SNCA	4q22.1
KIRREL2	19q13.12
LRRC1	6p12.1
FLYWCH2	16p13.3
PTGES2	9q34.11
POLR1E	9p13.2
ARHGAP21	10p12.1
TXNDC8	9q31.3
RP11-277P12.6	12p13.2
CLCN2	3q27.1
C2orf88	2q32.2
OR2C1	16p13.3
KRT5	12q13.13
MTARC2	1q41
CD8A	2p11.2
PPRC1	10q24.32
GKN2	2p13.3
MUC7	4q13.3
TMUB1	7q36.1
TRAIP	3p21.31
FOXB2	9q21.2
TIAF1	17q11.2
ENDOV	17q25.3
NR2E1	6q21
IRAK2	3p25.3
CAV2	7q31.2
TCF19	6p21.33
COPS2	15q21.1
GATAD1	7q21.2
P2RY4	23q13.1
PPT2	6p21.32
CASQ2	1p13.1
TTC23L	5p13.2
CARD19	9q22.31
CIDEB	14q12
NOMO2	16p12.3
MBTPS2	23p22.12
CNTN2	1q32.1
LDB2	4p15.32
STK26	23q26.2
CXorf51B	23q27.3
TMA16	4q32.2
PRAMEF10	1p36.21
MMP13	11q22.2
RAMP1	2q37.3
F2RL2	5q13.3
BCLAF3	23p22.12
ATXN3	14q32.12
CCDC9	19q13.32
LRRC28	15q26.3
MAPK3	16p11.2
AHR	7p21.1
MTSS2	16q22.1
GSTM5	1p13.3
TBCE	1q42.3
RBM24	6p22.3
C2CD4C	19p13.3
H2AB2	23q28
CBLL1	7q22.3
TUBA1B	12q13.12
SHMT2	12q13.3
GPR108	19p13.3
RFXAP	13q13.3
IL33	9p24.1
PGM2	4p14
SIGLEC5	19q13.41
MPP4	2q33.1
BPIFA1	20q11.21
DND1	5q31.3
AFTPH	2p14
SLC22A17	14q11.2
LCE5A	1q21.3
CFAP298	21q22.11
FAM180B	11p11.2
HEATR4	14q24.3
COQ6	14q24.3
RSF1	11q14.1
FN1	2q35
MS4A18	11q12.2
SAMD7	3q26.2
POU6F1	12q13.13
FOXS1	20q11.21
CORO6	17q11.2
NAP1L4	11p15.4
CSTB	21q22.3
KCNJ13	2q37.1
MUC17	7q22.1
KLK13	19q13.41
COA5	2q11.2
TTLL11	9q33.2
IVD	15q15.1
ARL6	3q11.2
GDF7	2p24.1
POC1B	12q21.33
DLG3	23q13.1
KIF27	9q21.32
ZDHHC19	3q29
LRRC18	10q11.23
KCNE2	21q22.11
SIM1	6q16.3
SPAG4	20q11.22
NHLRC4	16p13.3
DCANP1	5q31.1
NR1H3	11p11.2
ANKRD20A2P	9p11.2
LIME1	20q13.33
GOLGA8S	15q11.2
PPP1R36	14q23.3
PCDHB3	5q31.3
MUL1	1p36.12
SVIP	11p14.3
PCOTH	13q12.12
NEDD4	15q21.3
PSPN	19p13.3
NUP62	19q13.33
CALCA	11p15.2
NECTIN1	11q23.3
SGSM1	22q11.23
CT47A12	23q24
RPS27A	2p16.1
TDRP	8p23.3
UNCX	7p22.3
SORBS3	8p21.3
VCPKMT	14q21.3
KMT2B	19q13.12
MB	22q12.3
TMED2	12q24.31
TRIM49D2	11q14.3
SMCR8	17p11.2
PADI2	1p36.13
LGI3	8p21.3
OR51V1	11p15.4
FBXO7	22q12.3
MTERF2	12q23.3
CNTNAP3B	9p11.2
H2AX	11q23.3
KIAA0100	17q11.2
PNPLA5	22q13.31
ARG2	14q24.1
HIBCH	2q32.2
ANKRD46	8q22.3
MAPRE3	2p23.3
SH3BP4	2q37.2
ZNF853	7p22.1
ACSM6	10q23.33
PLVAP	19p13.11
FCN2	9q34.3
PREPL	2p21
PCDH1	5q31.3
TAF1C	16q24.1
MYCL	1p34.2
CARD9	9q34.3
TREX2	23q28
MSN	23q12
MFSD14C	9q22.33
RMDN3	15q15.1
KANK1	9p24.3
UBXN4	2q21.3
KLHL28	14q21.2
NHS	23p22.13
CT47A2	23q24
SULT1E1	4q13.3
HASPIN	17p13.2
IL11	19q13.42
AC023283.1	10q25.3
TCTA	3p21.31
GATB	4q31.3
EWSR1	22q12.2
MYO18B	22q12.1
CCDC174	3p25.1
THSD7A	7p21.3
ZNF280A	22q11.22
DPYSL2	8p21.2
ZNF546	19q13.2
NOTCH4	6p21.32
GPR45	2q12.1
IL17F	6p12.2
A3GALT2	1p35.1
UCHL1	4p13
MMP14	14q11.2
POLL	10q24.32
GNL3L	23p11.22
ALDH1A1	9q21.13
JMJD7-PLA2G4B	15q15.1
PHACTR3	20q13.33
LDHD	16q23.1
SIPA1L1	14q24.2
BUB1B-PAK6	15q15.1
RP11-385J1.3	3q26.32
IGFBP4	17q21.2
ZNF675	19p12
IRAK1	23q28
CSMD3	8q23.3
COX6A1	12q24.31
KRTAP19-6	21q22.11
PLAGL1	6q24.2
CCL3L3	17q12
IGF2	11p15.5
POMC	2p23.3
DNAAF8	16p13.3
ANKRD55	5q11.2
TCF7L2	10q25.2
RBM19	12q24.13
MOGAT1	2q36.1
HSD17B12	11p11.2
RP11-515E23.1	17q22
MYBL2	20q13.12
EXT2	11p11.2
IFNA14	9p21.3
SPPL2A	15q21.2
CDC42EP4	17q25.1
PABPC1L2B	23q13.2
TXLNA	1p35.2
GOLGA8G	15q13.1
ZBTB39	12q13.3
P2RX6	22q11.21
ATP1B3	3q23
CALHM6	6q22.1
CACNG4	17q24.2
DYNLRB1	20q11.22
ATP10D	4p12
ODF3L1	15q24.2
KIF20A	5q31.2
FAM120B	6q27
USP8	15q21.2
FOLR3	11q13.4
MED10	5p15.31
ZNF687	1q21.3
SLC26A9	1q32.1
TRIM2	4q31.3
TRPV6	7q34
KLRG2	7q34
GTF3C6	6q21
ARMC8	3q22.3
SORT1	1p13.3
RFX8	2q11.2
OR2T6	1q44
SMO	7q32.1
NAV1	1q32.1
PMFBP1	16q22.2
ATAD5	17q11.2
EIF4EBP3	5q31.3
VSIG4	23q12
OR51E2	11p15.4
MTHFD1L	6q25.1
SMIM8	6q15
OTOA	16p12.2
RBM11	21q11.2
ZC3H15	2q32.1
CCDC187	9q34.3
ACSM2B	16p12.3
COL5A2	2q32.2
WDTC1	1p36.11
CRPPA	7p21.2
CELF2	10p14
DIAPH1	5q31.3
GTF2IRD2B	7q11.23
HNF1A	12q24.31
ALKBH6	19q13.12
PELO	5q11.2
EYA2	20q13.12
GRID1	10q23.1
ZNF32	10q11.21
GCNT4	5q13.3
BSG	19p13.3
DRAP1	11q13.1
CDRT15L2	17p11.2
AL356053.1	10p11.22
BUB3	10q26.13
C16orf82	16p12.1
APELA	4q32.3
KCNIP3	2q11.1
HEPACAM2	7q21.2
SYNE4	19q13.12
RAB32	6q24.3
ANAPC10	4q31.21
GAA	17q25.3
RPS6KA2	6q27
PLA2G2D	1p36.12
AGO1	1p34.3
JPH1	8q21.11
TANK	2q24.2
VANGL2	1q23.2
PGM2L1	11q13.4
PLA2G12B	10q22.1
NANOS1	10q26.11
STRN3	14q12
DMAC2L	14q21.3
TMEM141	9q34.3
AC018755.18	19q13.41
SPOCD1	1p35.2
SPINK9	5q32
ABHD5	3p21.33
ATP6V0E1	5q35.1
SNRPA1	15q26.3
FAM210B	20q13.2
PIP5K1A	1q21.3
TNNI2	11p15.5
WWP1	8q21.3
PHKB	16q12.1
AZIN1	8q22.3
MTERF4	2q37.3
ACVR1B	12q13.13
WDR61	15q25.1
ENTPD4	8p21.3
GAB2	11q14.1
MARS1	12q13.3
ZNF266	19p13.2
RNF103	2p11.2
KIF2C	1p34.1
PLA2G4A	1q31.1
GDF5	20q11.22
RWDD4	4q35.1
OR4F15	15q26.3
GSTA1	6p12.2
MRTFA	22q13.1
MAB21L1	13q13.3
PWWP2A	5q33.3
TOMM70	3q12.2
DPH5	1p21.2
CHRFAM7A	15q13.2
EPS8L2	11p15.5
CBARP	19p13.3
GNAI2	3p21.31
SF3B5	6q24.2
NEIL2	8p23.1
FOXH1	8q24.3
BRCA2	13q13.1
TTLL12	22q13.2
CCDC66	3p14.3
DEDD2	19q13.2
HAGH	16p13.3
KIF5A	12q13.3
THOC6	16p13.3
DZIP1	13q32.1
TMEM236	10p12.33
WDR19	4p14
MMP15	16q21
GPNMB	7p15.3
CRYGA	2q33.3
LHX6	9q33.2
RTL1	14q32.2
GOLGA8A	15q14
MCRIP2	16p13.3
ZNF131	5p12
CDCA5	11q13.1
RP11-294C11.3	15q11.2
CLP1	11q12.1
C1QL1	17q21.31
SKAP1	17q21.32
TIPRL	1q24.2
ORAI1	12q24.31
CEMP1	16p13.3
G0S2	1q32.2
SMIM15	5q12.1
BICC1	10q21.1
ROBO1	3p12.3
OR2AP1	12q13.2
ZNF468	19q13.41
MDM1	12q15
NUP43	6q25.1
SLC27A5	19q13.43
TLCD4-RWDD3	1p21.3
OSBPL2	20q13.33
SEMA6C	1q21.3
STK4	20q13.12
BRF2	8p11.23
IRAK4	12q12
LGMN	14q32.12
OR11G2	14q11.2
TRMT44	4p16.1
SEPTIN5	22q11.21
ILF2	1q21.3
PFDN1	5q31.3
SETDB2	13q14.2
GRIN1	9q34.3
PGK2	6p12.3
JAGN1	3p25.3
RNF113B	13q32.2
MAN1A1	6q22.31
OR1L4	9q33.2
AFG3L2	18p11.21
TNFSF14	19p13.3
KLHDC2	14q21.3
SHMT1	17p11.2
ABCA7	19p13.3
SPINK13	5q32
TBC1D10A	22q12.2
RNASE4	14q11.2
ZNF653	19p13.2
TCTE1	6p21.1
MICU1	10q22.1
KRTAP10-2	21q22.3
OTULINL	5p15.2
NMD3	3q26.1
BTBD16	10q26.13
TMEM47	23p21.1
CD79B	17q23.3
F2RL1	5q13.3
TRIM39-RPP21	6p22.1
TMEM260	14q22.3
EFCAB8	20q11.21
RSPH14	22q11.23
FO538757.1	1p36.33
MAGED4B	23p11.22
PAX6	11p13
INHBA	7p14.1
RP1-66C13.4	17q11.2
FAM200B	4p15.32
TK1	17q25.3
PATE4	11q24.2
TBC1D2B	15q25.1
MAGEB5	23p21.3
NDP	23p11.3
LMBR1	7q36.3
CCDC62	12q24.31
SPTSSA	14q13.1
SETD4	21q22.12
CAMKK2	12q24.31
GABRA2	4p12
ADGRE5	19p13.12
NANOG	12p13.31
NOPCHAP1	12q23.3
PABPN1L	16q24.3
ZNF195	11p15.4
CA6	1p36.23
TMPRSS13	11q23.3
GCDH	19p13.13
ZNF681	19p12
TMEM266	15q24.2
FYN	6q21
UBN1	16p13.3
SNX20	16q12.1
FAM171A1	10p13
CTSA	20q13.12
SIGLEC8	19q13.41
ODAD3	19p13.2
TTC29	4q31.22
STMP1	7q33
UBL7	15q24.1
CACNB3	12q13.12
BRD7	16q12.1
MMP9	20q13.12
LRRC27	10q26.3
SLC27A1	19p13.11
SNRPB	20p13
CAPN15	16p13.3
RPS14	5q33.1
BEX4	23q22.1
PSMD2	3q27.1
SERPINA4	14q32.13
MIXL1	1q42.12
LIN9	1q42.12
IKZF1	7p12.2
SRM	1p36.22
SLC16A1	1p13.2
SCML2	23p22.13
ERVMER34-1	4q12
SUCLA2	13q14.2
ZNF280B	22q11.22
B3GNT3	19p13.11
ISCU	12q23.3
CARS1	11p15.4
GALR1	18q23
TFIP11	22q12.1
BTBD9	6p21.2
PRSS37	7q34
PDHB	3p14.3
CUL7	6p21.1
IFNA6	9p21.3
ALPK2	18q21.31
FOXI3	2p11.2
LTA	6p21.33
CLDN7	17p13.1
POGLUT2	13q33.1
DLX6	7q21.3
USP27X	23p11.23
TRIM35	8p21.2
SALL1	16q12.1
EXOC6B	2p13.2
JRKL	11q21
OR13C4	9q31.1
PLAA	9p21.2
ACTL6B	7q22.1
KLK5	19q13.41
PPFIA2	12q21.31
CT47A6	23q24
LCE3D	1q21.3
IRF5	7q32.1
CNOT8	5q33.2
BTBD7	14q32.12
HNF4G	8q21.13
TRPM1	15q13.3
SALL2	14q11.2
FIP1L1	4q12
ANKRD54	22q13.1
SMYD1	2p11.2
PHKG1	7p11.2
TMEM176A	7q36.1
UGT1A9	2q37.1
CCDC77	12p13.33
MIP	12q13.3
HIF1AN	10q24.31
UQCRHL	1p36.21
PDGFC	4q32.1
SPRR2F	1q21.3
RGS18	1q31.2
CLEC12A	12p13.31
MYF6	12q21.31
SGPP1	14q23.2
DMAC1	9p24.1
GPR25	1q32.1
PTBP2	1p21.3
XDH	2p23.1
CLEC2D	12p13.31
DGKK	23p11.22
ZRANB2	1p31.1
ADGRL4	1p31.1
GPBAR1	2q35
GPR173	23p11.22
CPA3	3q24
UTF1	10q26.3
TNFSF4	1q25.1
MDS2	1p36.11
AHRR	5p15.33
BNC2	9p22.2
OTOG	11p15.1
CASQ1	1q23.2
EFEMP2	11q13.1
OLFML2B	1q23.3
SYT16	14q23.2
N4BP2L1	13q13.1
AC017081.1	2q33.3
VKORC1L1	7q11.21
SPIN4	23q11.1
LRRC14B	5p15.33
OR13A1	10q11.21
EPM2A	6q24.3
CBX2	17q25.3
ATP6V1C2	2p25.1
NEUROD4	12q13.2
SLFN12L	17q12
WWC1	5q34
HIF3A	19q13.32
CLSTN2	3q23
OR51B6	11p15.4
CC2D2A	4p15.32
TUBAL3	10p15.1
EIF4EBP2	10q22.1
TMEM203	9q34.3
TCOF1	5q32
C6orf201	6p25.2
HRAS	11p15.5
TRIM63	1p36.11
RNF43	17q22
ZBED9	6p22.1
SLC35G2	3q22.3
STPG3	9q34.3
IDS	23q28
ELF2	4q31.1
HADHB	2p23.3
ADH7	4q23
ADAM22	7q21.12
LSS	21q22.3
SRSF10	1p36.11
ZNF157	23p11.3
POU3F3	2q12.1
CLEC10A	17p13.1
TTC17	11p11.2
MATN4	20q13.12
RUNX1	21q22.12
YIPF5	5q31.3
TRNAU1AP	1p35.3
NKX2-6	8p21.2
CP	3q24
AMZ2	17q24.2
FLT1	13q12.3
VGLL4	3p25.2
PTK2B	8p21.2
UBE2J2	1p36.33
POLN	4p16.3
CARD6	5p13.1
APP	21q21.3
SEL1L2	20p12.1
COA4	11q13.4
ZER1	9q34.11
KNCN	1p33
AMOTL1	11q21
MAP3K9	14q24.2
PRRT4	7q32.1
PTGS1	9q33.2
RP11-108K14.8	10q26.3
TRAPPC3L	6q22.1
PUS1	12q24.33
ZNF598	16p13.3
EGLN2	19q13.2
MFSD5	12q13.13
QPCTL	19q13.32
OR2M4	1q44
STARD9	15q15.2
RMC1	18q11.2
OLAH	10p13
ALDH3B2	11q13.2
GZMA	5q11.2
PCBD1	10q22.1
SLFN11	17q12
TESK2	1p34.1
APOB	2p24.1
SAPCD1	6p21.33
DCST2	1q21.3
STX4	16p11.2
PRSS46P	3p21.31
MRPL54	19p13.3
LRRC59	17q21.33
FBRS	16p11.2
MYL9	20q11.23
CXCR1	2q35
RPEL1	10q24.33
ZNF449	23q26.3
GIMAP8	7q36.1
GARIN6	12q23.1
ZNF805	19q13.43
FAM135B	8q24.23
PSENEN	19q13.12
TBX21	17q21.32
SMCHD1	18p11.32
ZNF655	7q22.1
NOS1	12q24.22
ESPNL	2q37.3
LAG3	12p13.31
USP47	11p15.3
PRRC2B	9q34.13
ZP2	16p12.2
TLX1	10q24.31
ETV1	7p21.2
SCRT2	20p13
SRPK3	23q28
C22orf46	22q13.2
RPS24	10q22.3
ZNF143	11p15.4
CFL1	11q13.1
CHI3L1	1q32.1
BOC	3q13.2
AC021106.1	4p14
DUS1L	17q25.3
SP1	12q13.13
SIAH3	13q14.13
CUL4B	23q24
GLMN	1p22.1
BTD	3p25.1
GPR137C	14q22.1
CD101	1p13.1
LIPE	19q13.2
DHX34	19q13.32
SIGLEC9	19q13.41
SDR39U1	14q12
SFXN3	10q24.31
FOLH1	11p11.12
FHOD1	16q22.1
CADM1	11q23.3
IGFBP7	4q12
ATG7	3p25.3
RPL13	16q24.3
LGALS14	19q13.2
VTN	17q11.2
KIRREL3	11q24.2
BRMS1L	14q13.2
RORB	9q21.13
MTG1	10q26.3
MRPL52	14q11.2
DPH1	17p13.3
SERPINB4	18q21.33
HORMAD2	22q12.2
SYT14	1q32.2
LMAN2L	2q11.2
APLNR	11q12.1
GABRE	23q28
PAIP1	5p12
PCDHA5	5q31.3
FKBPL	6p21.32
HDLBP	2q37.3
ZNF280D	15q21.3
TBX22	23q21.1
ADGRG7	3q12.2
TOMM7	7p15.3
USP18	22q11.21
RAD51C	17q22
GFOD2	16q22.1
NOXO1	16p13.3
CFAP45	1q23.2
ZNF275	23q28
MRPL44	2q36.1
ZBTB8OS	1p35.1
CRB3	19p13.3
WDFY1	2q36.1
KY	3q22.2
MAGEF1	3q27.1
ATP2B3	23q28
MDH1B	2q33.3
RBPJ	4p15.2
FAM177B	1q41
MYOT	5q31.2
TNIK	3q26.31
OPRM1	6q25.2
ZNF497	19q13.43
KRTAP10-7	21q22.3
IKBKG	23q28
ZCCHC8	12q24.31
GLYCTK	3p21.2
AOC2	17q21.31
SEC14L6	22q12.2
NTAQ1	8q24.13
MAP4K3	2p22.1
SCGB2A2	11q12.3
PFKFB4	3p21.31
FLT4	5q35.3
VHLL	1q22
PDE1B	12q13.2
DLX1	2q31.1
EPHA3	3p11.1
GNAS	20q13.32
APOL6	22q12.3
SPANXA2	23q27.2
LRRC40	1p31.1
AC110615.1	4q21.1
PGBD5	1q42.13
VSTM2L	20q11.23
LEMD3	12q14.3
APOBR	16p12.1
ZNF99	19p12
LYPD6B	2q23.2
ELFN1	7p22.3
BRPF1	3p25.3
PCDHB10	5q31.3
VWC2	7p12.2
NDUFA8	9q33.2
ZNF829	19q13.12
RGS6	14q24.2
SIX5	19q13.32
CAMK2D	4q26
PGBD1	6p22.1
FASTKD2	2q33.3
RCL1	9p24.1
PRM2	16p13.13
EPB41L4B	9q31.3
ELOF1	19p13.2
RNF6	13q12.13
GSG1	12p13.1
YIPF6	23q13.1
CFAP300	11q22.1
CEACAM4	19q13.2
DEFB107B	8p23.1
OR5M1	11q12.1
PASD1	23q28
THEM5	1q21.3
PLCD4	2q35
DNAH10	12q24.31
SLC25A14	23q26.1
CASP8	2q33.1
BAG1	9p13.3
ZNF226	19q13.31
CYB5A	18q22.3
ARHGEF25	12q13.3
C20orf96	20p13
PFDN4	20q13.2
MPP2	17q21.31
PDZD4	23q28
MOGAT2	11q13.5
NBEAL2	3p21.31
MOSMO	16p12.2
LILRB5	19q13.42
HK2	2p12
SF3A2	19p13.3
KLHL35	11q13.4
GGT2	22q11.21
GRIK4	11q23.3
MITF	3p13
DESI1	22q13.2
C11orf98	11q12.3
RABEP1	17p13.2
CHMP1A	16q24.3
NAF1	4q32.2
BPGM	7q33
SPTA1	1q23.1
PURG	8p12
SAP30L	5q33.2
CSRNP2	12q13.12
TAF12	1p35.3
PDX1	13q12.2
ZSCAN5A	19q13.43
DAPK2	15q22.31
FEZ2	2p22.2
C4orf47	4q35.1
PRKDC	8q11.21
RTN2	19q13.32
FUT4	11q21
LRRC37A3	17q24.1
FDPS	1q22
IL36A	2q14.1
UNKL	16p13.3
EMG1	12p13.31
MMAA	4q31.21
URB1	21q22.11
CAB39L	13q14.2
OR7D2	19p13.2
IGSF1	23q26.1
PAFAH2	1p36.11
SPINK5	5q32
TAS2R4	7q34
MTFR2	6q23.3
STAC	3p22.2
SVIL	10p11.23
NEUROD2	17q12
SRSF4	1p35.3
SEPTIN10	2q13
CLUH	17p13.3
ZFAND2A	7p22.3
GSTO2	10q25.1
ELF4	23q26.1
PPM1G	2p23.3
ZFY	24p11.2
SLC5A6	2p23.3
ZNF205	16p13.3
TIMP3	22q12.3
TMEM87A	15q15.1
MPHOSPH10	2p13.3
INPP5K	17p13.3
ACADL	2q34
CD3E	11q23.3
NAP1L1	12q21.2
ZNF182	23p11.23
TNFSF15	9q32
GLCCI1	7p21.3
ZNF219	14q11.2
TRABD2B	1p33
KCNA2	1p13.3
OASL	12q24.31
KCTD18	2q33.1
CDHR1	10q23.1
ZNF57	19p13.3
FEZF2	3p14.2
SOX4	6p22.3
FAM98C	19q13.2
CNBP	3q21.3
ROBO2	3p12.3
CXCL1	4q13.3
PANO1	11p15.5
PITHD1	1p36.11
SP8	7p21.1
RPS15	19p13.3
ZNF335	20q13.12
SLC35F4	14q23.1
MMP11	22q11.23
KDM5C	23p11.22
TACR1	2p12
VGLL2	6q22.1
BUD31	7q22.1
GUCY2D	17p13.1
OR51L1	11p15.4
RAX	18q21.32
KTI12	1p32.3
MRAP	21q22.11
MDFI	6p21.1
HHEX	10q23.33
GALNT14	2p23.1
SERINC3	20q13.12
SH2D1B	1q23.3
GRIK5	19q13.2
AL513523.2	1q21.3
GPR148	2q21.1
OR1J1	9q33.2
RP11-723O4.6	3q21.3
HOXA9	7p15.2
ZNF648	1q25.3
VWDE	7p21.3
MEPCE	7q22.1
ADAMTS15	11q24.3
DLD	7q31.1
RP11-235D19.4	1q21.3
POU5F1B	8q24.21
NGRN	15q26.1
C19orf73	19q13.33
POU3F4	23q21.1
SST	3q27.3
TUBA4A	2q35
MMUT	6p12.3
LRIT2	10q23.1
CHD7	8q12.2
FAM217A	6p25.2
PSORS1C2	6p21.33
XXbac-BPG32J3.20	6p21.33
DNAJB12	10q22.1
TTYH2	17q25.1
CABLES1	18q11.2
CDKN2D	19p13.2
TMCC2	1q32.1
DUOX2	15q21.1
ZNF705G	8p23.1
FAM120C	23p11.22
EXD3	9q34.3
EVA1A	2p12
BASP1	5p15.1
SELENOW	19q13.33
